1,0,1200,1100,0,46.323501,1,34,97,59,95
1,0,1300,2100,0,51.022546,2,53,89,69,91
1,1,2201,1401,0,89.008721,2,19,16,5,50
1,1,1401,1101,0,92.21616,3,5,50,67,44
1,0,2300,3300,0,98.265191,2,42,55,36,54
1,1,1201,2101,0,109.025545,2,30,11,31,22
1,1,2101,2201,0,111.025997,2,31,22,27,23
1,1,2201,1301,0,112.856148,4,27,23,36,6
1,0,1200,1100,0,130.65653,1,34,91,52,97
1,1,2101,3201,0,151.85275,2,48,12,46,56
1,1,3201,2301,0,154.636116,2,46,56,56,68
1,0,1200,1400,0,161.22147,2,14,65,11,50
1,0,1400,1400,0,164.626056,5,11,50,5,45
1,0,1200,2200,0,247.469049,2,17,92,22,62
1,0,2200,3200,0,249.694665,2,22,62,19,24
1,0,3200,1400,0,251.513079,2,19,24,8,45
1,0,1400,3200,0,257.295203,2,8,45,19,13
1,0,3200,1400,0,259.614989,2,19,13,12,38
1,0,2200,3200,0,286.49734,2,48,50,55,24
1,0,3200,4200,0,288.281009,2,55,24,60,5
1,0,4200,3200,0,291.122151,2,60,5,33,21
1,0,3200,1400,0,294.666496,2,33,21,15,70
1,0,1400,1100,0,298.519487,4,15,70,60,99
1,1,1301,1201,0,318.875721,2,55,12,62,9
1,0,1200,3300,0,325.77883,2,19,98,35,86
1,0,3300,1300,0,329.565823,2,35,86,30,97
1,0,2300,3200,0,349.651805,2,47,59,47,27
1,0,3200,3300,0,352.602839,2,47,27,45,40
1,0,3300,3200,0,354.424746,2,45,40,47,12
1,1,4201,3301,0,380.02212,2,19,68,27,65
1,1,3301,3201,0,380.840808,2,27,65,27,90
1,0,1400,1200,0,390.709116,5,8,55,25,94
1,0,1200,2200,0,395.609802,2,25,94,24,55
1,0,2200,3200,0,398.392099,2,24,55,24,20
1,0,3200,2300,0,401.473688,2,24,20,33,20
1,0,2300,3300,0,402.505899,2,33,20,33,35
1,0,3300,3200,0,403.23103,2,33,35,24,24
1,0,3200,2200,0,405.513278,2,24,24,29,68
1,0,2200,1200,0,409.395151,2,29,68,25,88
1,0,1200,1300,0,411.012684,2,25,88,31,99
1,0,1300,1200,0,413.899208,2,31,99,27,88
1,0,1200,2200,0,415.523873,2,27,88,29,53
1,0,2200,3200,0,417.778381,2,29,53,37,14
1,0,3200,2300,0,421.153644,2,37,14,42,16
1,0,2300,2200,0,423.251583,2,42,16,36,54
1,0,2200,1200,0,426.777238,2,36,54,32,85
1,0,1200,2100,0,429.550573,2,32,85,59,67
1,1,3301,2101,0,432.039458,2,42,30,47,50
1,1,2101,3201,0,435.131832,2,47,50,41,54
1,1,3201,1401,0,437.284701,2,41,54,14,55
1,1,1401,3201,0,440.931405,2,14,55,36,85
1,1,3201,3301,0,446.42999,2,36,85,41,70
1,1,3301,2201,0,448.823337,2,41,70,51,13
1,1,2201,1201,0,452.249359,4,51,13,84,12
1,0,3300,1200,0,470.526751,2,38,74,23,81
1,0,1200,2200,0,472.345004,2,23,81,33,56
1,0,2200,3200,0,475.81912,2,33,56,31,16
1,0,3200,2200,0,478.063252,2,31,16,35,59
1,0,2200,3300,0,483.459683,2,35,59,37,42
1,0,3300,2200,0,486.904146,2,37,42,41,84
1,0,2200,1300,0,488.642046,2,41,84,49,97
1,0,1300,1200,0,492.913649,2,49,97,40,86
1,0,1200,2200,0,495.203497,2,40,86,43,46
1,0,2200,3200,0,499.177369,2,43,46,44,13
1,1,3101,2101,0,504.396917,2,54,84,55,48
1,1,2101,2301,0,506.680864,2,55,48,55,32
1,1,2301,1201,0,510.874655,2,55,32,43,28
1,1,1201,2201,0,512.290179,2,43,28,41,38
1,1,2201,3301,0,516.923641,2,61,52,57,86
1,1,3301,3101,0,520.306956,6,57,86,99,72
1,1,3301,1201,0,605.781783,2,62,68,55,29
1,1,1201,1301,0,607.665948,2,55,29,60,27
1,1,1301,2301,0,609.742066,2,60,27,71,8
1,1,2301,2101,0,611.626465,2,71,8,67,14
1,1,2101,2301,0,614.115182,6,67,14,90,7
1,1,2201,2101,0,628.545296,1,53,15,75,10
1,0,2200,2100,0,634.315811,2,35,61,32,72
1,0,1200,3200,0,638.716336,2,20,67,22,37
1,0,3200,3300,0,644.849345,2,41,42,44,35
1,0,3300,2300,0,648.45343,2,44,35,58,25
1,0,2300,3300,0,648.788178,2,58,25,44,45
1,0,3300,1200,0,654.272547,2,44,45,45,88
1,0,1200,1300,0,656.786591,2,45,88,46,66
1,0,1300,2200,0,658.984182,2,46,66,35,53
1,0,2200,3200,0,660.927154,2,35,53,36,26
1,0,3200,4200,0,662.816659,2,36,26,44,9
1,0,4200,3200,0,664.192536,2,44,9,29,28
1,0,3200,1200,0,666.398299,2,29,28,30,88
1,0,1200,1300,0,670.794207,2,30,88,54,98
1,0,1300,1200,0,672.485389,2,54,98,40,88
1,0,1200,2200,0,677.030895,2,40,88,39,58
1,0,2200,3200,0,679.627443,2,39,58,42,22
1,0,3200,4200,0,681.346038,2,42,22,45,7
1,1,1401,3201,0,694.414732,5,13,69,28,96
1,1,3201,2301,0,698.002619,2,28,96,32,91
1,1,2301,1401,0,699.267219,2,32,91,9,64
